,date,Open,High,Low,Close,Adj Close,Volume,Pct_change,username,tweet,tweet_lc,tweet_without_stopwords,ts_polarity,subjetividade,analise,tokenized_text,text_lemmatized,media_pol,media_sub,ts_volume
142,2020-07-01,95062.0,96852.0,95062.0,96203.0,96203.0,10163300,0.012066571284295557,butantanoficial,"Entre eles, ,  , _einstein, , , Faculdade de Medicina de São José do Rio Preto, Centro de Saúde Escola da .usp, _oficial, _fiocruz, Centro de Pesquisa e Desenvolvimento de Fármacos da  +","entre eles, ,  , _einstein, , , faculdade de medicina de são josé do rio preto, centro de saúde escola da .usp, _oficial, _fiocruz, centro de pesquisa e desenvolvimento de fármacos da  +"," , ,  , _einstein, , , faculdade  medicina   josé  rio preto, centro  saúde escola  .usp, _oficial, _fiocruz, centro  pesquisa  desenvolvimento  fármacos   +",-0.1,0.1,Negativo,"[',', ',', ',', '_einstein', ',', ',', ',', 'faculdade', 'medicina', 'josé', 'rio', 'preto', ',', 'centro', 'saúde', 'escola', '.usp', ',', '_oficial', ',', '_fiocruz', ',', 'centro', 'pesquisa', 'desenvolvimento', 'fármacos', '+']","[',', ',', ',', '_einstein', ',', ',', ',', 'faculdade', 'medicina', 'josé', 'rio', 'preto', ',', 'centro', 'saúde', 'escola', '.usp', ',', '_oficial', ',', '_fiocruz', ',', 'centro', 'pesquisa', 'desenvolvimento', 'fármacos', '+']",-0.1,0.25,2.0
143,2020-07-02,96206.0,97864.0,96052.0,96235.0,96235.0,10062900,0.0003326299595647342,canalsaude,Pesquisa visa identificar impacto social do confinamento  ,pesquisa visa identificar impacto social do confinamento  ,pesquisa visa identificar impacto social  confinamento  ,0.0333333333333333,0.0666666666666666,Positivo,"['pesquisa', 'visa', 'identificar', 'impacto', 'social', 'confinamento']","['pesquisa', 'visa', 'identificar', 'impacto', 'social', 'confinamento']",0.0333333333333333,0.0666666666666666,2.0
144,2020-07-02,96206.0,97864.0,96052.0,96235.0,96235.0,10062900,0.0003326299595647342,canalsaude,Pesquisa visa identificar impacto social do confinamento.  está à frente do estudo no Brasil. Pesquisa também conta com a participação da . Acesse o link participar na matéria  ,pesquisa visa identificar impacto social do confinamento.  está à frente do estudo no brasil. pesquisa também conta com a participação da . acesse o link participar na matéria  ,pesquisa visa identificar impacto social  confinamento.    frente  estudo  brasil. pesquisa  conta   participação  . acesse  link participar  matéria  ,0.0333333333333333,0.0666666666666666,Positivo,"['pesquisa', 'visa', 'identificar', 'impacto', 'social', 'confinamento', '.', 'frente', 'estudo', 'brasil', '.', 'pesquisa', 'conta', 'participação', '.', 'acesse', 'link', 'participar', 'matéria']","['pesquisa', 'visa', 'identificar', 'impacto', 'social', 'confinamento', '.', 'frente', 'estudo', 'brasil', '.', 'pesquisa', 'conta', 'participação', '.', 'acesse', 'link', 'participar', 'matéria']",0.0333333333333333,0.0666666666666666,2.0
145,2020-07-03,96237.0,96765.0,95803.0,96765.0,96765.0,5351600,0.0055073517950849915,conassoficial,Como você viveu ou está vivendo a quarentena? Pesquisa quer conhecer o impacto dessa situação para um melhor planejamento das ações   via ,como você viveu ou está vivendo a quarentena? pesquisa quer conhecer o impacto dessa situação para um melhor planejamento das ações   via ,  viveu   vivendo  quarentena? pesquisa quer conhecer  impacto dessa situação   melhor planejamento  ações   via ,0.35,0.3,Positivo,"['viveu', 'vivendo', 'quarentena', '?', 'pesquisa', 'quer', 'conhecer', 'impacto', 'dessa', 'situação', 'melhor', 'planejamento', 'ações', 'via']","['viveu', 'vivendo', 'quarentena', '?', 'pesquisa', 'quer', 'conhecer', 'impacto', 'dessa', 'situação', 'melhor', 'planejamento', 'ações', 'via']",0.1166666666666666,0.0999999999999999,3.0
146,2020-07-03,96237.0,96765.0,95803.0,96765.0,96765.0,5351600,0.0055073517950849915,agencia_fiocruz,Estudo de pesquisador da   aponta que gestão de documentos pode ser desafio para laboratórios de pesquisa na Fundação    ,estudo de pesquisador da   aponta que gestão de documentos pode ser desafio para laboratórios de pesquisa na fundação    ,estudo  pesquisador    aponta  gestão  documentos pode ser desafio  laboratórios  pesquisa  fundação    ,0.0,0.0,Neutro,"['estudo', 'pesquisador', 'aponta', 'gestão', 'documentos', 'pode', 'ser', 'desafio', 'laboratórios', 'pesquisa', 'fundação']","['estudo', 'pesquisador', 'aponta', 'gestão', 'documentos', 'pode', 'ser', 'desafio', 'laboratórios', 'pesquisa', 'fundação']",0.1166666666666666,0.0999999999999999,3.0
147,2020-07-03,96237.0,96765.0,95803.0,96765.0,96765.0,5351600,0.0055073517950849915,agencia_fiocruz,. participa de reunião da OMS  sobre pesquisa em Covid19    ,. participa de reunião da oms  sobre pesquisa em covid19    ,. participa  reunião  oms  sobre pesquisa  covid19    ,0.0,0.0,Neutro,"['.', 'participa', 'reunião', 'oms', 'sobre', 'pesquisa', 'covid19']","['.', 'participa', 'reunião', 'oms', 'sobre', 'pesquisa', 'covid19']",0.1166666666666666,0.0999999999999999,3.0
148,2020-07-06,96776.0,99257.0,96768.0,98937.0,98937.0,9489400,0.022446132382576423,canalsaude,Fiocruz participa de reunião da OMS sobre pesquisa em Covid-19  ,fiocruz participa de reunião da oms sobre pesquisa em covid-19  ,fiocruz participa  reunião  oms sobre pesquisa  covid-19  ,0.0,0.0,Neutro,"['fiocruz', 'participa', 'reunião', 'oms', 'sobre', 'pesquisa', 'covid-19']","['fiocruz', 'participa', 'reunião', 'oms', 'sobre', 'pesquisa', 'covid-19']",0.0,0.0,1.0
149,2020-07-07,98937.0,98938.0,97272.0,97761.0,97761.0,8951400,-0.011886351920919358,canalsaude,"Logo mais, às 15h, tem Boletim Corona, ao vivo. Hoje o assunto é uma pesquisa da _oficial sobre o comportamento das pessoas diante das restrições da pandemia. Assista e participe em   coronavirus COVID__19 pandemia comportamento","logo mais, às 15h, tem boletim corona, ao vivo. hoje o assunto é uma pesquisa da _oficial sobre o comportamento das pessoas diante das restrições da pandemia. assista e participe em   coronavirus covid__19 pandemia comportamento","logo ,  15h,  boletim corona,  vivo. hoje  assunto   pesquisa  _oficial sobre  comportamento  pessoas diante  restrições  pandemia. assista  participe    coronavirus covid__19 pandemia comportamento",-0.0333333333333333,0.3666666666666667,Negativo,"['logo', ',', '15h', ',', 'boletim', 'corona', ',', 'vivo', '.', 'hoje', 'assunto', 'pesquisa', '_oficial', 'sobre', 'comportamento', 'pessoas', 'diante', 'restrições', 'pandemia', '.', 'assista', 'participe', 'coronavirus', 'covid__19', 'pandemia', 'comportamento']","['logo', ',', '15h', ',', 'boletim', 'corona', ',', 'vivo', '.', 'hoje', 'assunto', 'pesquisa', '_oficial', 'sobre', 'comportamento', 'pessoas', 'diante', 'restrições', 'pandemia', '.', 'assista', 'participe', 'coronavirus', 'covid__19', 'pandemia', 'comportamento']",-0.0333333333333333,0.3666666666666667,1.0
150,2020-07-08,97765.0,99973.0,97765.0,99770.0,99770.0,9142700,0.02055011712236987,minsaude,"PesquisaEmSaúde | Brasil conclui a maior pesquisa sobre coronavírus. O estudo foi coordenada pelo Centro de Epidemiologia da Universidade Federal de Pelotas (UFPel) e os resultados serão valiosos no combate à pandemia, além de ações e programas de prevenção. Assista e saiba +⤵️  ","pesquisaemsaúde | brasil conclui a maior pesquisa sobre coronavírus. o estudo foi coordenada pelo centro de epidemiologia da universidade federal de pelotas (ufpel) e os resultados serão valiosos no combate à pandemia, além de ações e programas de prevenção. assista e saiba +⤵️  ","pesquisaemsaúde | brasil conclui  maior pesquisa sobre coronavírus.  estudo  coordenada  centro  epidemiologia  universidade federal  pelotas (ufpel)   resultados  valiosos  combate  pandemia, além  ações  programas  prevenção. assista  saiba +⤵️  ",-0.05,0.3,Negativo,"['pesquisaemsaúde', '|', 'brasil', 'conclui', 'maior', 'pesquisa', 'sobre', 'coronavírus', '.', 'estudo', 'coordenada', 'centro', 'epidemiologia', 'universidade', 'federal', 'pelotas', '(', 'ufpel', ')', 'resultados', 'valiosos', 'combate', 'pandemia', ',', 'além', 'ações', 'programas', 'prevenção', '.', 'assista', 'saiba', '+⤵️']","['pesquisaemsaúde', '|', 'brasil', 'conclui', 'maior', 'pesquisa', 'sobre', 'coronavírus', '.', 'estudo', 'coordenada', 'centro', 'epidemiologia', 'universidade', 'federal', 'pelota', '(', 'ufpel', ')', 'resultados', 'valiosos', 'combate', 'pandemia', ',', 'além', 'ações', 'programas', 'prevenção', '.', 'assista', 'saiba', '+⤵️']",-0.05,0.3,2.0
151,2020-07-08,97765.0,99973.0,97765.0,99770.0,99770.0,9142700,0.02055011712236987,butantanoficial,"Como uma dos maiores institutos de pesquisa no mundo, o Butantan conta com centenas de pesquisadores comprometidos com a saúde pública não só nessa, mas em outras diversas frentes de desenvolvimento e divulgação científica.","como uma dos maiores institutos de pesquisa no mundo, o butantan conta com centenas de pesquisadores comprometidos com a saúde pública não só nessa, mas em outras diversas frentes de desenvolvimento e divulgação científica.","   maiores institutos  pesquisa  mundo,  butantan conta  centenas  pesquisadores comprometidos   saúde pública   nessa,   outras diversas frentes  desenvolvimento  divulgação científica.",-0.0625,0.2208333333333333,Negativo,"['maiores', 'institutos', 'pesquisa', 'mundo', ',', 'butantan', 'conta', 'centenas', 'pesquisadores', 'comprometidos', 'saúde', 'pública', 'nessa', ',', 'outras', 'diversas', 'frentes', 'desenvolvimento', 'divulgação', 'científica', '.']","['maiores', 'institutos', 'pesquisa', 'mundo', ',', 'butantan', 'conta', 'centenas', 'pesquisadores', 'comprometidos', 'saúde', 'pública', 'nessa', ',', 'outras', 'diversas', 'frentes', 'desenvolvimento', 'divulgação', 'científica', '.']",-0.0625,0.2208333333333333,1.0
152,2020-07-09,99770.0,100191.0,98861.0,99160.0,99160.0,0,-0.006114062343389848,butantanoficial,"Mais uma notícia boa, pessoal!! 😍  A Comissão Nacional de Ética em Pesquisa aprovou ontem (8) a realização da fase III de ensaios clínicos da vacina contra o coronavírus, desenvolvida em parceria com a farmacêutica Sinovac. 👏🏻👏🏻  Saiba mais no link 👉🏻    ","mais uma notícia boa, pessoal!! 😍  a comissão nacional de ética em pesquisa aprovou ontem (8) a realização da fase iii de ensaios clínicos da vacina contra o coronavírus, desenvolvida em parceria com a farmacêutica sinovac. 👏🏻👏🏻  saiba mais no link 👉🏻    ","  notícia boa, pessoal!! 😍   comissão nacional  ética  pesquisa aprovou ontem (8)  realização  fase iii  ensaios clínicos  vacina contra  coronavírus, desenvolvida  parceria   farmacêutica sinovac. 👏🏻👏🏻  saiba   link 👉🏻    ",0.5333333333333333,0.6333333333333334,Positivo,"['notícia', 'boa', ',', 'pessoal', '!', '!', '😍', 'comissão', 'nacional', 'ética', 'pesquisa', 'aprovou', 'ontem', '(', '8', ')', 'realização', 'fase', 'iii', 'ensaios', 'clínicos', 'vacina', 'contra', 'coronavírus', ',', 'desenvolvida', 'parceria', 'farmacêutica', 'sinovac', '.', '👏🏻👏🏻', 'saiba', 'link', '👉🏻']","['notícia', 'boa', ',', 'pessoal', '!', '!', '😍', 'comissão', 'nacional', 'ética', 'pesquisa', 'aprovou', 'ontem', '(', '8', ')', 'realização', 'fase', 'iii', 'ensaios', 'clínicos', 'vacina', 'contra', 'coronavírus', ',', 'desenvolvida', 'parceria', 'farmacêutica', 'sinovac', '.', '👏🏻👏🏻', 'saiba', 'link', '👉🏻']",0.5333333333333333,0.6333333333333334,1.0
153,2020-07-10,99160.0,100101.0,98739.0,100032.0,100032.0,9147200,0.008793868495361012,conassoficial,Pesquisa vai avaliar impactos sociais da pandemia   via ,pesquisa vai avaliar impactos sociais da pandemia   via ,pesquisa vai avaliar impactos sociais  pandemia   via ,0.0333333333333333,0.0666666666666666,Positivo,"['pesquisa', 'vai', 'avaliar', 'impactos', 'sociais', 'pandemia', 'via']","['pesquisa', 'vai', 'avaliar', 'impactos', 'sociais', 'pandemia', 'via']",0.0333333333333333,0.0666666666666666,2.0
154,2020-07-13,100027.0,100858.0,98697.0,98697.0,98697.0,10382300,-0.013345729366602721,butantanoficial,"Os interessados devem responder a algumas perguntas iniciais para saber se têm o perfil necessário para participar dos testes. Após isso, será indicado o centro de pesquisa mais próximo para início do processo.","os interessados devem responder a algumas perguntas iniciais para saber se têm o perfil necessário para participar dos testes. após isso, será indicado o centro de pesquisa mais próximo para início do processo."," interessados devem responder  algumas perguntas iniciais  saber  têm  perfil necessário  participar  testes. após ,  indicado  centro  pesquisa  próximo  início  processo.",0.03,0.32,Positivo,"['interessados', 'devem', 'responder', 'algumas', 'perguntas', 'iniciais', 'saber', 'têm', 'perfil', 'necessário', 'participar', 'testes', '.', 'após', ',', 'indicado', 'centro', 'pesquisa', 'próximo', 'início', 'processo', '.']","['interessados', 'devem', 'responder', 'algumas', 'perguntas', 'iniciais', 'saber', 'têm', 'perfil', 'necessário', 'participar', 'testis', '.', 'após', ',', 'indicado', 'centro', 'pesquisa', 'próximo', 'início', 'processo', '.']",0.03,0.32,1.0
155,2020-07-14,98699.0,100632.0,98289.0,100440.0,100440.0,10019400,0.017660111249582,agencia_fiocruz,"Covid19 Pesquisa coordenada pelo _Fiocruz, ConVid aponta que idosos negros têm menos acesso ao auxílio de cuidadores contratados    ","covid19 pesquisa coordenada pelo _fiocruz, convid aponta que idosos negros têm menos acesso ao auxílio de cuidadores contratados    ","covid19 pesquisa coordenada  _fiocruz, convid aponta  idosos negros têm menos acesso  auxílio  cuidadores contratados    ",-0.1666666666666666,0.25,Negativo,"['covid19', 'pesquisa', 'coordenada', '_fiocruz', ',', 'convid', 'aponta', 'idosos', 'negros', 'têm', 'menos', 'acesso', 'auxílio', 'cuidadores', 'contratados']","['covid19', 'pesquisa', 'coordenada', '_fiocruz', ',', 'convid', 'aponta', 'idosos', 'negro', 'têm', 'menos', 'acesso', 'auxílio', 'cuidadores', 'contratados']",-0.1666666666666666,0.25,1.0
156,2020-07-15,100444.0,102114.0,100444.0,101791.0,101791.0,9285600,0.013450816407805766,,,,,,,,,,,,
157,2020-07-16,101791.0,101792.0,100160.0,100553.0,100553.0,8127100,-0.012162175437907097,agencia_fiocruz,"Em parceria com a Universidade Nova de Lisboa e a , a  integra pesquisa no Brasil sobre reação populacional à pandemia de Covid19    ","em parceria com a universidade nova de lisboa e a , a  integra pesquisa no brasil sobre reação populacional à pandemia de covid19    "," parceria   universidade nova  lisboa   ,   integra pesquisa  brasil sobre reação populacional  pandemia  covid19    ",0.1363636363636363,0.4545454545454545,Positivo,"['parceria', 'universidade', 'nova', 'lisboa', ',', 'integra', 'pesquisa', 'brasil', 'sobre', 'reação', 'populacional', 'pandemia', 'covid19']","['parceria', 'universidade', 'nova', 'lisboa', ',', 'integra', 'pesquisa', 'brasil', 'sobre', 'reação', 'populacional', 'pandemia', 'covid19']",0.0515151515151515,0.3106060606060605,2.0
158,2020-07-16,101791.0,101792.0,100160.0,100553.0,100553.0,8127100,-0.012162175437907097,agencia_fiocruz,"Covid19 Pesquisa da , da  e da  aponta que quatro capitais brasileiras somam mais de 22 mil mortes acima do esperado entre o final de fevereiro e meados de junho    ","covid19 pesquisa da , da  e da  aponta que quatro capitais brasileiras somam mais de 22 mil mortes acima do esperado entre o final de fevereiro e meados de junho    ","covid19 pesquisa  ,      aponta  quatro capitais brasileiras somam   22 mil mortes acima  esperado   final  fevereiro  meados  junho    ",-0.0333333333333333,0.1666666666666666,Negativo,"['covid19', 'pesquisa', ',', 'aponta', 'quatro', 'capitais', 'brasileiras', 'somam', '22', 'mil', 'mortes', 'acima', 'esperado', 'final', 'fevereiro', 'meados', 'junho']","['covid19', 'pesquisa', ',', 'aponta', 'quatro', 'capitais', 'brasileiras', 'somam', '22', 'mil', 'mortes', 'acima', 'esperado', 'final', 'fevereiro', 'meados', 'junho']",0.0515151515151515,0.3106060606060605,2.0
159,2020-07-17,100554.0,103017.0,100554.0,102888.0,102888.0,10429400,0.02322158463695767,agencia_fiocruz,Covid19 Pesquisa do   avalia segurança do profissional da saúde    ,covid19 pesquisa do   avalia segurança do profissional da saúde    ,covid19 pesquisa    avalia segurança  profissional  saúde    ,0.0,0.0,Neutro,"['covid19', 'pesquisa', 'avalia', 'segurança', 'profissional', 'saúde']","['covid19', 'pesquisa', 'avalia', 'segurança', 'profissional', 'saúde']",0.0,0.0,2.0
160,2020-07-17,100554.0,103017.0,100554.0,102888.0,102888.0,10429400,0.02322158463695767,canalsaude,Covid-19: Pesquisa avalia segurança do profissional da saúde  ,covid-19: pesquisa avalia segurança do profissional da saúde  ,covid-19: pesquisa avalia segurança  profissional  saúde  ,0.0,0.0,Neutro,"['covid-19', ':', 'pesquisa', 'avalia', 'segurança', 'profissional', 'saúde']","['covid-19', ':', 'pesquisa', 'avalia', 'segurança', 'profissional', 'saúde']",0.0,0.0,2.0
161,2020-07-20,102888.0,104439.0,102744.0,104426.0,104426.0,8931800,0.01494829328979086,butantanoficial,"As doses serão distribuídas para os 12 centros de pesquisa responsáveis pelo recrutamento, aplicação e acompanhamento dos cerca de 9 mil profissionais da saúde que participarão do estudo como voluntários.","as doses serão distribuídas para os 12 centros de pesquisa responsáveis pelo recrutamento, aplicação e acompanhamento dos cerca de 9 mil profissionais da saúde que participarão do estudo como voluntários."," doses  distribuídas   12 centros  pesquisa responsáveis  recrutamento, aplicação  acompanhamento  cerca  9 mil profissionais  saúde  participarão  estudo  voluntários.",0.2,0.55,Positivo,"['doses', 'distribuídas', '12', 'centros', 'pesquisa', 'responsáveis', 'recrutamento', ',', 'aplicação', 'acompanhamento', 'cerca', '9', 'mil', 'profissionais', 'saúde', 'participarão', 'estudo', 'voluntários', '.']","['dos', 'distribuídas', '12', 'centros', 'pesquisa', 'responsáveis', 'recrutamento', ',', 'aplicação', 'acompanhamento', 'cerca', '9', 'mil', 'profissionais', 'saúde', 'participarão', 'estudo', 'voluntários', '.']",0.2,0.55,1.0
162,2020-07-21,104426.0,105449.0,103732.0,104310.0,104310.0,11105800,-0.0011108344665121672,butantanoficial,"Ao todo são 12 centros de pesquisa em cinco estados e no Distrito Federal. Ele são responsáveis pelo recrutamento, aplicação e acompanhamento dos voluntários.","ao todo são 12 centros de pesquisa em cinco estados e no distrito federal. ele são responsáveis pelo recrutamento, aplicação e acompanhamento dos voluntários."," todo  12 centros  pesquisa  cinco estados   distrito federal.   responsáveis  recrutamento, aplicação  acompanhamento  voluntários.",0.2,0.55,Positivo,"['todo', '12', 'centros', 'pesquisa', 'cinco', 'estados', 'distrito', 'federal', '.', 'responsáveis', 'recrutamento', ',', 'aplicação', 'acompanhamento', 'voluntários', '.']","['todo', '12', 'centros', 'pesquisa', 'cinco', 'estados', 'distrito', 'federal', '.', 'responsáveis', 'recrutamento', ',', 'aplicação', 'acompanhamento', 'voluntários', '.']",0.2,0.55,1.0
163,2020-07-21,104426.0,105449.0,103732.0,104310.0,104310.0,11105800,-0.0011108344665121672,conassoficial,Comissão do CNS apresenta Cartilha dos Direitos dos Participantes de Pesquisa   via ,comissão do cns apresenta cartilha dos direitos dos participantes de pesquisa   via ,comissão  cns apresenta cartilha  direitos  participantes  pesquisa   via ,0.0,0.0,Neutro,"['comissão', 'cns', 'apresenta', 'cartilha', 'direitos', 'participantes', 'pesquisa', 'via']","['comissão', 'cns', 'apresenta', 'cartilha', 'direitos', 'participantes', 'pesquisa', 'via']",0.0,0.0,1.0
164,2020-07-22,104312.0,104980.0,103277.0,104290.0,104290.0,10833700,-0.0001917361710286336,agencia_fiocruz,Covid19 pesquisa da  analisa condições de trabalho de profissionais de saúde    ,covid19 pesquisa da  analisa condições de trabalho de profissionais de saúde    ,covid19 pesquisa   analisa condições  trabalho  profissionais  saúde    ,0.0,0.0,Neutro,"['covid19', 'pesquisa', 'analisa', 'condições', 'trabalho', 'profissionais', 'saúde']","['covid19', 'pesquisa', 'analisa', 'condições', 'trabalho', 'profissionais', 'saúde']",0.0,0.0,1.0
165,2020-07-23,104291.0,104949.0,102119.0,102293.0,102293.0,10366600,-0.01914852814267909,,,,,,,,,,,,
166,2020-07-24,102292.0,102694.0,100859.0,102382.0,102382.0,9795200,0.000870049759025493,,,,,,,,,,,,
167,2020-07-27,102381.0,104585.0,102381.0,104477.0,104477.0,9622400,0.020462581313121397,,,,,,,,,,,,
168,2020-07-28,104477.0,104663.0,103592.0,104109.0,104109.0,9087100,-0.0035223063449371095,butantanoficial,"Quatro centros de pesquisa selecionados para os testes clínicos de fase III da vacina contra o coronavírus, produzida em parceria com a farmacêutica chinesa Sinovac Life Science, iniciarão a pesquisa nesta semana. 💉👏🏻  ","quatro centros de pesquisa selecionados para os testes clínicos de fase iii da vacina contra o coronavírus, produzida em parceria com a farmacêutica chinesa sinovac life science, iniciarão a pesquisa nesta semana. 💉👏🏻  ","quatro centros  pesquisa selecionados   testes clínicos  fase iii  vacina contra  coronavírus, produzida  parceria   farmacêutica chinesa sinovac life science, iniciarão  pesquisa nesta semana. 💉👏🏻  ",0.0,0.0,Neutro,"['quatro', 'centros', 'pesquisa', 'selecionados', 'testes', 'clínicos', 'fase', 'iii', 'vacina', 'contra', 'coronavírus', ',', 'produzida', 'parceria', 'farmacêutica', 'chinesa', 'sinovac', 'life', 'science', ',', 'iniciarão', 'pesquisa', 'nesta', 'semana', '.', '💉👏🏻']","['quatro', 'centros', 'pesquisa', 'selecionados', 'testis', 'clínicos', 'fase', 'iii', 'vacina', 'contra', 'coronavírus', ',', 'produzida', 'parceria', 'farmacêutica', 'chinesa', 'sinovac', 'life', 'science', ',', 'iniciarão', 'pesquisa', 'nesta', 'semana', '.', '💉👏🏻']",-0.025,0.05,2.0
169,2020-07-28,104477.0,104663.0,103592.0,104109.0,104109.0,9087100,-0.0035223063449371095,butantanoficial,"O  e o Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da USP começam o estudo nesta quinta (30), e a Universidade Municipal de São Caetano do Sul e o Centro de Pesquisa e Desenvolvimento de Fármacos da , no dia seguinte (31).","o  e o hospital das clínicas da faculdade de medicina de ribeirão preto da usp começam o estudo nesta quinta (30), e a universidade municipal de são caetano do sul e o centro de pesquisa e desenvolvimento de fármacos da , no dia seguinte (31).","    hospital  clínicas  faculdade  medicina  ribeirão preto  usp começam  estudo nesta quinta (30),   universidade municipal   caetano  sul   centro  pesquisa  desenvolvimento  fármacos  ,  dia seguinte (31).",-0.05,0.1,Negativo,"['hospital', 'clínicas', 'faculdade', 'medicina', 'ribeirão', 'preto', 'usp', 'começam', 'estudo', 'nesta', 'quinta', '(', '30', ')', ',', 'universidade', 'municipal', 'caetano', 'sul', 'centro', 'pesquisa', 'desenvolvimento', 'fármacos', ',', 'dia', 'seguinte', '(', '31', ')', '.']","['hospital', 'clínicas', 'faculdade', 'medicina', 'ribeirão', 'preto', 'usp', 'começam', 'estudo', 'nesta', 'quinta', '(', '30', ')', ',', 'universidade', 'municipal', 'caetano', 'sul', 'centro', 'pesquisa', 'desenvolvimento', 'fármacos', ',', 'dia', 'seguinte', '(', '31', ')', '.']",-0.025,0.05,2.0
170,2020-07-29,104112.0,105704.0,104112.0,105605.0,105605.0,9238300,0.014369554985639965,,,,,,,,,,,,
171,2020-07-30,105605.0,105607.0,103920.0,105009.0,105009.0,9591700,-0.005643672174612924,butantanoficial,Os primeiros testes foram realizados na manhã de hoje na sede do Emílio Ribas.  O centro de estudo deverá contar com 852 voluntários de um total de 9 mil participantes da fase final da pesquisa.,os primeiros testes foram realizados na manhã de hoje na sede do emílio ribas.  o centro de estudo deverá contar com 852 voluntários de um total de 9 mil participantes da fase final da pesquisa., primeiros testes  realizados  manhã  hoje  sede  emílio ribas.   centro  estudo deverá contar  852 voluntários   total  9 mil participantes  fase final  pesquisa.,0.0099999999999999,0.5166666666666667,Positivo,"['primeiros', 'testes', 'realizados', 'manhã', 'hoje', 'sede', 'emílio', 'ribas', '.', 'centro', 'estudo', 'deverá', 'contar', '852', 'voluntários', 'total', '9', 'mil', 'participantes', 'fase', 'final', 'pesquisa', '.']","['primeiros', 'testis', 'realizados', 'manhã', 'hoje', 'sede', 'emílio', 'ribas', '.', 'centro', 'estudo', 'deverá', 'contar', '852', 'voluntários', 'total', '9', 'mil', 'participantes', 'fase', 'final', 'pesquisa', '.']",0.0099999999999999,0.5166666666666667,1.0
172,2020-07-31,105010.0,105462.0,102642.0,102912.0,102912.0,12929300,-0.019969716881410138,butantanoficial,"O Centro de Pesquisa e Desenvolvimento de Fármacos da  é o primeiro centro fora do Estado de SP a iniciar os testes da vacina contra a covid-19, desenvolvida pelo Butantan em parceria com a farmacêutica Sinovac.  ","o centro de pesquisa e desenvolvimento de fármacos da  é o primeiro centro fora do estado de sp a iniciar os testes da vacina contra a covid-19, desenvolvida pelo butantan em parceria com a farmacêutica sinovac.  "," centro  pesquisa  desenvolvimento  fármacos     primeiro centro   estado  sp  iniciar  testes  vacina contra  covid-19, desenvolvida  butantan  parceria   farmacêutica sinovac.  ",0.0375,0.2083333333333333,Positivo,"['centro', 'pesquisa', 'desenvolvimento', 'fármacos', 'primeiro', 'centro', 'estado', 'sp', 'iniciar', 'testes', 'vacina', 'contra', 'covid-19', ',', 'desenvolvida', 'butantan', 'parceria', 'farmacêutica', 'sinovac', '.']","['centro', 'pesquisa', 'desenvolvimento', 'fármacos', 'primeiro', 'centro', 'estado', 'sp', 'iniciar', 'testis', 'vacina', 'contra', 'covid-19', ',', 'desenvolvida', 'butantan', 'parceria', 'farmacêutica', 'sinovac', '.']",0.0375,0.2083333333333333,1.0
173,2020-07-31,105010.0,105462.0,102642.0,102912.0,102912.0,12929300,-0.019969716881410138,canalsaude,"Bom dia! Hoje tem Em Pauta na Saúde, às 13h, que vai destacar o aparelho que renova o ar nas UTIs criado pela ; uma pesquisa sobre os impactos do confinamento e o estudo que mostra que máscaras podem reduzir o risco de gravidade da Covid19   BomDia  ","bom dia! hoje tem em pauta na saúde, às 13h, que vai destacar o aparelho que renova o ar nas utis criado pela ; uma pesquisa sobre os impactos do confinamento e o estudo que mostra que máscaras podem reduzir o risco de gravidade da covid19   bomdia  ","bom dia! hoje   pauta  saúde,  13h,  vai destacar  aparelho  renova  ar  utis criado  ;  pesquisa sobre  impactos  confinamento   estudo  mostra  máscaras podem reduzir  risco  gravidade  covid19   bomdia  ",0.875,0.6000000000000001,Positivo,"['bom', 'dia', '!', 'hoje', 'pauta', 'saúde', ',', '13h', ',', 'vai', 'destacar', 'aparelho', 'renova', 'ar', 'utis', 'criado', ';', 'pesquisa', 'sobre', 'impactos', 'confinamento', 'estudo', 'mostra', 'máscaras', 'podem', 'reduzir', 'risco', 'gravidade', 'covid19', 'bomdia']","['bom', 'dia', '!', 'hoje', 'pauta', 'saúde', ',', '13h', ',', 'vai', 'destacar', 'aparelho', 'renova', 'ar', 'utis', 'criado', ';', 'pesquisa', 'sobre', 'impactos', 'confinamento', 'estudo', 'mostra', 'máscaras', 'podem', 'reduzir', 'risco', 'gravidade', 'covid19', 'bomdia']",0.875,0.6000000000000001,1.0
174,2020-08-03,102913.0,103863.0,102304.0,102830.0,102830.0,10901000,-0.0007967972636815368,,,,,,,,,,,,
175,2020-08-04,102826.0,103012.0,100005.0,101216.0,101216.0,12029800,-0.0156958086161626,canalsaude,Ministério da Saúde lança chamada pública para financiar pesquisa de terapias avançadas  ,ministério da saúde lança chamada pública para financiar pesquisa de terapias avançadas  ,ministério  saúde lança chamada pública  financiar pesquisa  terapias avançadas  ,0.2,0.3333333333333333,Positivo,"['ministério', 'saúde', 'lança', 'chamada', 'pública', 'financiar', 'pesquisa', 'terapias', 'avançadas']","['ministério', 'saúde', 'lança', 'chamada', 'pública', 'financiar', 'pesquisa', 'terapias', 'avançadas']",0.2,0.3333333333333333,1.0
